id,title,authors,type,zotero_key,doi,source_url,collection_name,file_path,brief_synopsis,dimensions_json,open_questions,summary_alignment,needs_review,review_reason,analyzed_at,last_prompt_version,last_model,jel_codes,keywords,updated_at
42,Implementation Cycles,", ",journalArticle,83QU79K5,10.1086/261428,https://doi.org/10.1086/261428,Cyclicality of R&D,,,"{""dimension_i"":"""",""dimension_ii"":"""",""dimension_iii"":"""",""dimension_iv"":""""}",,,0,,,,,,,2026-04-10 11:12:29
158,"Innovation , Imitation and Economic Growth by",Paul S Segerstrom,journalArticle,5XAD9TT5,,,Cyclicality of R&D,/Users/pedro/Documents/Projects/papers/cyclicality/references/Innovation Imitation and Economic Growth.pdf,"The paper presents a dynamic general equilibrium model in which firms pursue both innovation and imitation, and the rates of each are determined endogenously through R&D races. It concludes that innovation subsidies increase economic growth, but their welfare effects are conditional rather than uniformly positive. Welfare rises only when innovative effort is sufficiently intense relative to a critical threshold.",{},"[""What mechanisms in the model determine the critical threshold at which innovation subsidies begin to improve welfare?"", ""How do innovation and imitation interact in the R&D race to shape long-run growth outcomes?"", ""What assumptions about firm behavior or market structure drive the endogenous rates of innovation and imitation?""]",agree,0,,2026-04-12 20:18:13,v1,codex-cli,[],"[""Innovation"", ""Imitation"", ""Economic Growth""]",2026-04-12 20:18:13
138,Innovation and Firm Dynamics,Daron Acemoglu,journalArticle,Q4H2U4BD,,,Cyclicality of R&D,/Users/pedro/Documents/Projects/papers/cyclicality/references/Innovation and Firm Dynamics.pdf,"The paper motivates modeling innovation at the firm level while still accounting for aggregate innovation outcomes. It argues that existing models may overstate creative destruction and understate reallocation among firms. Building on Acemoglu, Akcigit, Bloom, and Kerr (2011), it proposes a framework that highlights how managerial quality, firm size, maturity, and productivity shape innovation and firm dynamics.",{},"[""How does the proposed framework distinguish empirically between creative destruction and reallocation across incumbent firms?"", ""What mechanisms link managerial quality to innovation outcomes beyond correlations with firm size or productivity?"", ""How do firm size, maturity, and productivity interact over time to influence innovative performance and reallocation dynamics?""]",agree,0,,2026-04-12 20:15:59,v1,codex-cli,[],[],2026-04-12 20:15:59
156,Innovation and imitation with and without intellectual property rights,"Rufus Pollock, Cambridge Univeristy",journalArticle,B3VMFUVH,,,Cyclicality of R&D,/Users/pedro/Documents/Projects/papers/cyclicality/references/Innovation and Imitation With and Without Intellectual Property Rights.pdf,"The paper challenges standard theory that treats ideas as perfectly nonrival and predicts zero innovation without intellectual property rights. Drawing on empirical evidence that innovators often rely on non-IP appropriation mechanisms and that imitation is costly, it develops an imperfect-competition model with costly imitation. The model suggests that substantial innovation can still occur without formal IP rights, and that welfare may even be higher without IP because reduced monopoly losses can outweigh lower innovation.",{},"[""How sensitive are the paper\u2019s results to the assumed magnitude and distribution of imitation costs across sectors?"", ""Which non-IP appropriation mechanisms most effectively sustain innovation when formal intellectual property rights are weak or absent?"", ""Under what market structures does welfare rise without IP rights despite a decline in total innovation?""]",agree,0,,2026-04-12 20:18:00,v1,codex-cli,"[""K3"", ""L5"", ""O3""]","[""Innovation"", ""Imperfect Competition"", ""Intellectual Property"", ""Imitation""]",2026-04-12 20:18:00
20,Innovation by entrants and incumbents,"Daron Acemoglu, Dan Cao",journalArticle,JQWP2NZ3,10.1016/j.jet.2015.01.001,http://www.nber.org/papers/w16411,Cyclicality of R&D,/Users/pedro/Documents/Projects/papers/cyclicality/references/Innovation by Entrants and Incumbents.pdf,"The paper extends a Schumpeterian endogenous growth model by separating innovation into incremental improvements by incumbents and more radical replacement innovations by entrants. This yields a tractable framework in which growth comes from both continuing firms' productivity gains and the entry of new firms. The model also produces a non-degenerate firm size distribution through entry, firm expansion, and exit. With costly imitation that prevents sectors from lagging too far behind the average, the stationary firm size distribution becomes approximately Zipfian, with a Pareto exponent near one.",{},"[""What precise modeling assumptions make entrant innovation more radical than incumbent innovation in equilibrium?"", ""How is costly imitation formalized, and how exactly does it constrain sectoral divergence from the average?"", ""What parameter restrictions are required for the stationary firm size distribution to converge to a Pareto exponent close to one?"", ""Does the paper provide empirical validation for the joint roles of entrant innovation, incumbent innovation, and imitation in matching observed firm size distributions?""]",agree,0,,2026-04-12 20:03:25,v1,codex-cli,[],"[""endogenous technological change"", ""Schumpeterian model"", ""entry and innovation""]",2026-04-12 20:03:25
30,"Innovation capability, credit constraint and the cyclicality of R&amp;D investment",", Jianpo Xue, , , Chong K. Yip, , Junwei Zheng",journalArticle,K6ZP9UK9,10.1016/j.econlet.2020.109705,https://doi.org/10.1016/j.econlet.2020.109705,Cyclicality of R&D,,"The abstract revisits Aghion et al. (2012) with a theoretical model featuring credit constraints, linear production, and heterogeneous innovation capability. It argues that R&D investment is not necessarily procyclical: depending on innovation capability, the tightness of credit constraints, and entrepreneur wealth, R&D can be acyclical, procyclical, or countercyclical. The abstract does not report empirical evidence, calibration details, or the precise mechanism behind these regime shifts.",{},"[""What exact theoretical mechanism makes R&D switch among procyclical, acyclical, and countercyclical patterns as innovation capability varies?"", ""How are credit-constraint tightness and entrepreneur wealth modeled, and what thresholds determine different cyclicality outcomes?"", ""How does assuming linear production change the results relative to Aghion et al. (2012)?"", ""Does the paper provide any empirical validation or calibration for the predicted heterogeneity in R&D cyclicality?""]",agree,0,,2026-04-12 20:04:33,v1,codex-cli,,,2026-04-12 20:04:33
32,"Innovation in times of crisis: National Systems of Innovation, structure, and demand",", Andrea Filippetti, , Daniele Archibugi",journalArticle,3F5TJNBX,10.1016/j.respol.2010.09.001,https://doi.org/10.1016/j.respol.2010.09.001,Cyclicality of R&D,,"The article examines how the economic downturn affected firms' innovation investment across European countries using both micro- and macro-level data. It argues that cross-country differences in innovation resilience are shaped by National Systems of Innovation as well as demand conditions. The findings suggest that strong human-resource capabilities, specialization in high-technology sectors, and more developed financial systems help sustain firms' innovation investment during recession, and the paper concludes with policy considerations for downturns.",{},"[""How do the authors operationalize and measure firms' persistency in innovation investment across countries?"", ""What specific indicators are used to capture demand conditions alongside structural National Systems of Innovation factors?"", ""How large is the relative contribution of human resources, high-technology specialization, and financial-system development in offsetting crisis effects?"", ""Which policy measures do the authors propose for supporting innovation during recessions, and how targeted are they by country context?""]",agree,0,,2026-04-12 20:04:48,v1,codex-cli,,,2026-04-12 20:04:48
188,Innovation or Imitation The Effect of Spillovers and Competitive Pressure on Firms R&D Strategy Choice,"Olga Slivko, Bernd Theilen",preprint,VEUBSBZG,,,Cyclicality of R&D,/Users/pedro/Documents/Projects/papers/cyclicality/references/Innovation or Imitation The Effect of Spillovers and Competitive Pressure on Firms R&D Strategy Choice.pdf,"The paper models firms' R&D strategy choice as endogenous, shaped by both internal firm characteristics and external conditions. Firms can either invest in their own R&D or forgo innovation and imitate innovators' outcomes. This framework produces three possible equilibria: universal innovation, a mix of innovators and imitators, or universal non-innovation. The source text emphasizes that external factors are central in determining which equilibrium emerges.",{},"[""Which specific external factors most strongly shift firms between innovation, imitation, and non-innovation equilibria?"", ""What internal firm characteristics are modeled as most important in determining the R&D strategy choice?"", ""Under what market or competitive conditions does a mixed equilibrium of innovators and imitators persist?"", ""How do spillovers and competitive pressure interact in the model to affect equilibrium outcomes?""]",agree,0,,2026-04-12 20:21:46,v1,codex-cli,"[""C35"", ""D43"", ""L13"", ""L22"", ""O31""]","[""Innovation; imitation; spillovers; product differentiation; market competition; intellectual property rights protection.""]",2026-04-12 20:21:46
19,Innovation versus Imitation: Empirical Evidence from Swiss Firms,Najib M Harabi,report,J778KF9Q,,http://econpapers.repec.org/RePEc:pra:mprapa:26214,Cyclicality of R&D,,"This report studies how easily Swiss firms believed competitors could imitate product and process innovations, using a 1988 survey of 358 firms across 127 industries. It finds that relatively few rivals are capable of duplicating major innovations, while somewhat more can copy typical innovations. Imitation is consistently estimated to be cheaper and faster than original innovation, and patents raise both the cost and time required for duplication without eliminating imitation incentives.",{},"[""How do imitation capacity, cost, and time differ between product and process innovations beyond the reported medians?"", ""How much do patent-induced increases in imitation cost and time actually strengthen firms' incentives to innovate in practice?"", ""How reliable are firms' survey-based estimates of imitation conditions compared with observed imitation outcomes?""]",agree,0,,2026-04-12 20:03:16,v1,codex-cli,,,2026-04-12 20:03:16
149,"Innovation, Growth, and Asset Prices","Howard Kung, Lukas Schmid",journalArticle,WZ8LZDAB,10.1111/jofi.12241,https://doi.org/10.1111/jofi.12241,Cyclicality of R&D,/Users/pedro/Documents/Projects/papers/cyclicality/references/Innovation Growth and Asset Prices.pdf,"The paper studies a production economy in which innovation and R&D endogenously shape long-run growth prospects. In the model, R&D creates a small but persistent productivity component that generates long-run growth uncertainty. With recursive preferences, households strongly dislike persistent growth downturns because they coincide with low asset valuations, leading to high risk premia. The authors also report empirical evidence that innovation helps explain low-frequency movements in aggregate growth and asset prices.",{},"[""How large is the empirically measured contribution of innovation-driven productivity to variation in aggregate growth over time?"", ""Which asset classes or valuation measures are most sensitive to the model's innovation-driven long-run growth risk?"", ""How robust are the paper's conclusions to alternative preference specifications besides recursive preferences?""]",agree,0,,2026-04-12 20:17:15,v1,codex-cli,"[""E32"", ""E44"", ""G12"", ""O31"", ""O32"", ""O41""]","[""Endogenous growth"", ""asset pricing"", ""low-frequency cycles"", ""productivity"", ""R&D"", ""innovation"", ""risk-taking"", ""business cycle propagation"", ""recursive preferences""]",2026-04-12 20:17:15
18,"Innovation, Growth, and Asset Pricing","Lukas Schmid, Howard Kung",report,BMJLNHPC,,http://ideas.repec.org/p/red/sed011/1325.html,Cyclicality of R&D,,"The report analyzes how innovation and R&D shape asset prices in a stochastic endogenous growth model. R&D endogenously generates a small but persistent component of productivity growth, producing medium- and low-frequency swings in aggregate growth and asset valuations. Under recursive preferences, households strongly dislike these persistent growth fluctuations, which supports high risk premia and helps the model match several asset pricing facts. The authors also claim strong empirical support for innovation-driven low-frequency comovements in growth and market valuations.",{},"[""How robust are the asset pricing results to alternative preference specifications, especially weaker forms of recursive preferences or lower aversion to long-run growth risk?"", ""Which empirical proxies for innovation and R&D most convincingly identify the low-frequency movements in productivity growth and asset valuations emphasized by the model?"", ""How much of the model's quantitative success comes from its propagation mechanism versus the innovation process itself?"", ""How does the model compare with standard macro-finance models across different asset classes and investment horizons?""]",agree,0,,2026-04-12 20:03:09,v1,codex-cli,,,2026-04-12 20:03:09
17,"Innovation, Imitation and Market Structure","Thomas F Cooley, Mehmet Yorukoglu",report,87XT2UNR,,,Cyclicality of R&D,/Users/pedro/Documents/Projects/papers/cyclicality/references/Innovation Imitation and Market Structure.pdf,"This report studies how market structure and product characteristics jointly shape incentives to innovate and imitate. In a dynamic general equilibrium model, goods differ by production technology and by the share of R&D needed to create them, while imitation is feasible at a cost tied to the nature of the good. The authors conclude that innovation and imitation patterns vary substantially across goods, which implies that optimal intellectual property protection should differ by product type. Their calibrated results suggest that optimal patent protection varies widely across goods and is unlike current U.S. policy.",{},"[""How does the calibrated model quantify imitation costs for different product types, and which assumptions matter most for the patent-protection results?"", ""Which real-world industries correspond to the model's different combinations of production technology and R&D intensity?"", ""How robust are the conclusions when alternative market structures or competition assumptions are introduced?""]",agree,0,,2026-04-12 20:03:02,v1,codex-cli,[],[],2026-04-12 20:03:02
5,Innovative Activity over the Business Cycle,"P A Geroski, C F Walters",journalArticle,MHDF32I3,10.2307/2235158,http://ideas.repec.org/a/ecj/econjl/v105y1995i431p916-28.html,Cyclicality of R&D,/Users/pedro/Documents/Projects/papers/cyclicality/references/Innovative Activity over the Business Cycle.pdf,"The paper analyzes cyclical patterns in UK innovative activity from 1948 to 1983. It finds that innovation behaves in many respects like a random walk, but still tends to cluster during economic booms. The authors also identify a long-run secular relationship between innovation and overall economic activity, though they note this relationship may have shifted in the 1980s. Their results do not support the view that innovation drives business cycles; instead, economic activity Granger-causes changes in innovation.",{},"[""What factors may explain the apparent shift in the long-run relationship between innovation and economic activity in the 1980s?"", ""How robust are the findings to alternative measures of innovative activity besides those used in the UK 1948-83 sample?"", ""Would the same pattern of boom-period clustering and Granger causality from economic activity to innovation appear in other countries or later periods?""]",agree,0,,2026-04-12 20:01:37,v1,codex-cli,[],[],2026-04-12 20:01:37
68,"Innovative Capability and Financing Constraints for Innovation More Money, More Innovation?",", Hanna Hottenrott, , Bettina Peters",journalArticle,FTASQ9ZC,10.2139/ssrn.1547083,https://doi.org/10.2139/ssrn.1547083,Cyclicality of R&D,,"The study proposes a novel empirical method to detect financing constraints for innovation using an 'ideal test' inspired by Hall (2008). Firms were given a hypothetical payment and asked how they would use it; choosing additional innovation projects is interpreted as evidence of unexploited innovative investments that are unattractive under costlier external finance. The findings suggest that innovation constraints stem not just from limited financing, but from firms' innovative capability. Econometric results indicate that these constraints are driven less by internal funds alone than by the firm's ability to identify and exploit innovation opportunities.",{},"[""How is 'innovative capability' measured empirically, and which firm characteristics best capture it?"", ""How robust is the hypothetical-payment method compared with observed investment behavior or other proxies for financing constraints?"", ""Do the results vary across firm size, industry, or country context?"", ""What policy tools could ease innovation constraints for firms with high innovative capability but limited access to affordable external finance?""]",agree,0,,2026-04-12 20:08:57,v1,codex-cli,,,2026-04-12 20:08:57
205,Instrumental Variables Estimators,,preprint,KZJ9AARV,,,Cyclicality of R&D,/Users/pedro/Documents/Projects/papers/cyclicality/references/Instrumental-Variables Estimators.pdf,,"{""dimension_i"":"""",""dimension_ii"":"""",""dimension_iii"":"""",""dimension_iv"":""""}",,,0,,,,,,,2026-04-12 18:49:20
123,Introduction to Modern Economic Growth,Daron Açemoglu,report,CDA4GCA6,,http://ideas.repec.org/p/cla/levrem/122247000000001721.html,Cyclicality of R&D,,"No abstract is available for this item, so the source text itself provides no substantive claims, methods, or findings to summarize. Based on the title and existing snapshot, this appears to be a broad theoretical treatment of modern economic growth, but that inference is not directly supported by the provided source text. Any content-level summary therefore remains provisional.",{},"[""What are the central arguments and model frameworks actually covered in this report, given that no abstract is provided?"", ""Does this item explicitly address institutions, innovation, and technological change, or are those themes inferred from the broader reputation of the work?"", ""How closely does the report version correspond to the better-known book-length treatment under the same title?""]",drift,0,,2026-04-12 20:14:27,v1,codex-cli,,,2026-04-12 20:14:27
34,Investment and Research and Development at the Firm Level:  Does the Source of Financing Matter?,", Bronwyn H. Hall",journalArticle,GPAV5SA5,10.3386/w4096,https://doi.org/10.3386/w4096,Cyclicality of R&D,,"The excerpt argues that firms with higher leverage tend to invest less in R&D, and this negative cross-firm relationship is not explained by differences in corporate taxation. It also states that the observed contemporaneous association between debt changes and investment is better interpreted as simultaneous and likely temporary rather than causal. In contrast, the cash flow-investment relationship appears more persistent and distinct.",{},"[""What mechanisms drive the negative correlation between firm leverage and R&D investment across firms?"", ""Why do corporate tax differences fail to explain the leverage-R&D relationship described here?"", ""How can empirical models distinguish simultaneous short-run debt-investment movements from causal financing effects?"", ""What makes the cash flow-investment relationship more persistent than the debt-investment relationship?""]",agree,0,,2026-04-12 20:05:02,v1,codex-cli,,,2026-04-12 20:05:02
62,"Investment, R&D and financial constraints in Britain and Germany",", Stephen Bond, , Dietmar Harhoff, , John Van Reenen",journalArticle,MN666CK9,,,Cyclicality of R&D,,"The paper compares how cash flow relates to fixed investment and R&D in British and German firms from 1985 to 1994 using firm-level panel data. It finds that cash flow is not informative for German firms in simple models of either fixed investment or R&D, while for British firms cash flow predicts fixed investment and the decision to conduct R&D. Among UK firms already doing R&D, cash flow does not predict the level of R&D spending, suggesting financing constraints matter mainly at the entry margin. The authors infer that financial constraints were more important in Britain and that UK R&D performers were a self-selected group facing weaker financing frictions.",{},"[""What institutional features of British versus German financial systems explain why cash flow predicts R&D participation in the UK but not in Germany?"", ""Why is cash flow associated with the decision to undertake R&D in British firms but not with R&D intensity once firms already participate?"", ""How robust are these findings to alternative identification strategies beyond the simple econometric models referenced in the source text?"", ""Do similar cross-country patterns in financing constraints and R&D participation persist in more recent firm-level data?""]",agree,0,,2026-04-12 20:08:17,v1,codex-cli,,,2026-04-12 20:08:17
65,Is R &amp; D Financially Constrained? Theory and Evidence from Irish Manufacturing,", Spiros Bougheas, , Holger Görg, , Eric Strobl",journalArticle,VXJ9JJ7I,10.1023/a:1022905102446,https://doi.org/10.1023/a:1022905102446,Cyclicality of R&D,,"The paper revisits whether firms face liquidity constraints when investing in R&D. It extends the neoclassical investment model for physical capital to incorporate both R&D and financing frictions, then tests the framework using firm-level data on R&D-performing manufacturing firms in the Republic of Ireland. The reported evidence suggests that R&D investment is financially constrained, consistent with earlier findings for U.S. firms.",{},"[""How exactly do the authors operationalize liquidity constraints in the Irish firm-level data?"", ""Do the estimated financial constraints vary by firm type, such as domestic versus foreign-owned manufacturers?"", ""How large is the effect of liquidity constraints on R&D investment relative to other determinants in the model?""]",agree,0,,2026-04-12 20:08:35,v1,codex-cli,,,2026-04-12 20:08:35
27,Is Schumpeterian ‘creative destruction’ a plausible source of endogenous real business cycle shocks?,"Kerk L Phillips, Jeff Wrase",journalArticle,IZY8RF44,10.1016/j.jedc.2005.05.011,http://ideas.repec.org/a/eee/dyncon/v30y2006i11p1885-1913.html,Cyclicality of R&D,/Users/pedro/Documents/Projects/papers/cyclicality/references/Is Schumpeterian Creative Destruction a Plausible Source of Endogenous Real Business Cycle Shocks.pdf,"The paper integrates Schumpeterian growth, via creative destruction, into an otherwise standard real business cycle model to assess whether endogenous innovation dynamics can produce plausible business-cycle fluctuations. The authors solve the model, simulate artificial time series, and compare their statistical properties with U.S. historical data while retaining trend components rather than relying on a specific detrending filter. They conclude that Schumpeterian fluctuations alone can match key U.S. macroeconomic moments, but a model that combines Schumpeterian and conventional RBC shocks fits the data better overall.",{},"[""Which specific U.S. macroeconomic moments are matched by the Schumpeterian-only model, and which are better captured once standard RBC shocks are added?"", ""How much do the results depend on keeping the trend in the simulated and historical series rather than applying alternative detrending methods?"", ""What exact transmission mechanism within the model allows creative destruction to generate business-cycle-like fluctuations endogenously?""]",agree,0,,2026-04-12 20:04:12,v1,codex-cli,"[""E32"", ""O30"", ""O40""]","[""Real business cycles"", ""Economic growth"", ""Schumpeterian""]",2026-04-12 20:04:12
67,Is the Growth of Small Firms Constrained by Internal Finance?,", Robert E. Carpenter, , Bruce C. Petersen",journalArticle,SDBUNT6C,10.1162/003465302317411541,https://doi.org/10.1162/003465302317411541,Cyclicality of R&D,,"The paper tests the theory that small-firm growth is often limited by the availability of internal finance. It argues that when financing constraints bind, an extra dollar of internal funds should produce slightly more than a dollar of asset growth, while this pattern should not apply to the smaller set of firms able to raise external equity. Using a panel of more than 1,600 small firms, the authors find evidence that most firms' growth is constrained by internal finance.",{},"[""What specific assumptions underpin the prediction that one additional dollar of internal finance yields slightly more than one dollar of asset growth?"", ""How do the authors identify which firms have meaningful access to external equity versus those that remain financially constrained?"", ""What measures of asset growth and internal finance are used in the panel analysis, and over what time period?""]",agree,0,,2026-04-12 20:08:49,v1,codex-cli,,,2026-04-12 20:08:49
131,Long-Run Implications of Investment-Specific Technological Change,"Jeremy Greenwood, Zvi Hercowitz, Per Krusell",journalArticle,EWGM7V2H,,https://ideas.repec.org/a/aea/aecrev/v87y1997i3p342-62.html,Cyclicality of R&D,/Users/pedro/Documents/Projects/papers/cyclicality/references/Long-Run Implications of Investment-Specific Technological Change.pdf,"The paper examines how much postwar U.S. growth can be attributed to investment-specific technological change, defined as the introduction of more efficient capital goods, as distinct from Hicks-neutral technological progress. Using a model with a characterized balanced growth path calibrated to U.S. National Income and Product Account data, the authors quantitatively assess the contribution of each source of productivity growth. The results suggest that investment-specific technological change explains the majority of postwar growth.",{},"[""How exactly does the model identify and separate investment-specific technological change from Hicks-neutral technological progress in the data?"", ""How sensitive is the conclusion that investment-specific technological change drives most growth to the calibration choices and measurement of capital-good efficiency?"", ""Does the estimated importance of investment-specific technological change vary across postwar subperiods or sectors within the U.S. economy?""]",agree,0,,2026-04-12 20:15:16,v1,codex-cli,"[""E13"", ""030"", ""041"", ""047""]",[],2026-04-12 20:15:16
134,M ONETARY POLICY SHOCKS IN A DSGE MODEL WITH A SHADOW BANKING SYSTEM Fabio Verona Monetary policy shocks in a DSGE model with a shadow banking system ∗,Manuel M F Martins,journalArticle,RRY3YHUA,,,Cyclicality of R&D,/Users/pedro/Documents/Projects/papers/cyclicality/references/Monetary Policy Shocks in a DSGE Model with a Shadow Banking System.pdf,"The paper examines whether sustained accommodative monetary policy can trigger boom-bust dynamics in a modern DSGE model with a microfounded shadow banking sector. It finds that monetary easing alone is insufficient to generate a boom-bust cycle. Instead, instability emerges when easy monetary policy interacts with microeconomic distortions in the financial system.",{},"[""Which specific microeconomic distortions in the shadow banking system are central to producing boom-bust dynamics?"", ""How does the model represent the transmission channel between accommodative monetary policy and financial-sector distortions?"", ""What policy implications follow for macroprudential regulation versus monetary policy adjustment?""]",agree,0,,2026-04-12 20:15:35,v1,codex-cli,"[""E32"", ""E44"", ""E52"", ""G24""]","[""monetary policy"", ""DSGE model"", ""shadow banking system"", ""boom-bust""]",2026-04-12 20:15:35
11,Macroeconomic Fluctuations and the Allocation of Time,Robert E Hall,journalArticle,XKJZIEFU,10.3386/w5933,https://ideas.repec.org/a/ucp/jlabec/v15y1997i1ps223-50.html,Cyclicality of R&D,/Users/pedro/Documents/Projects/papers/cyclicality/references/Macroeconomic Fluctuations and the Allocation of Time.pdf,"Hall asks what drives macroeconomic fluctuations, focusing on why labor hours rise in booms and fall in recessions. The text highlights three candidate forces: technology shifts, preference shifts, and changes in government purchases, while emphasizing the distinction between atemporal and intertemporal effects. Under standard assumptions, technology shocks have no atemporal effect on employment because income and substitution effects offset. The paper’s decomposition attributes most employment movements to the atemporal effects of preference shifts.",{},"[""How does Hall operationalize and measure atemporal versus intertemporal effects in the employment decomposition?"", ""What empirical evidence supports the conclusion that preference shifts explain most employment fluctuations?"", ""How large is the quantitative role of changes in government purchases relative to technology and preference shifts?"", ""Which standard assumptions are required for technology shocks to have zero atemporal effect, and how sensitive are the results to relaxing them?""]",agree,0,,2026-04-12 20:02:20,v1,codex-cli,[],[],2026-04-12 20:02:20
24,Medium-Term Business Cycles,"Diego Comin, Mark Gertler",journalArticle,KR9ZF9B6,10.1257/aer.96.3.523,http://ideas.repec.org/a/aea/aecrev/v96y2006i3p523-551.html,Cyclicality of R&D,,"The paper argues that postwar industrialized economies display meaningful medium-frequency swings between strong growth and stagnation that standard business-cycle filters wrongly treat as trend. It defines the medium-term cycle as the combination of high- and medium-frequency variation and finds these fluctuations are more volatile and persistent than conventional cycle measures. The authors further show that these cycles are associated with procyclical movements in technological change, R&D, and resource utilization, and they develop an endogenous productivity model to explain these patterns while comparing it with an exogenous productivity alternative.",{},"[""How sensitive are the identified medium-term cycles to alternative filtering and frequency-decomposition methods?"", ""What empirical tests most clearly distinguish the endogenous productivity model from the exogenous productivity model?"", ""How broadly do the paper's findings extend beyond postwar industrialized countries to other periods or developing economies?""]",agree,0,,2026-04-12 20:03:52,v1,codex-cli,,,2026-04-12 20:03:52
128,Modelling Optimal Instrumental Variables for Dynamic Panel Data Models,Manuel Arellano,journalArticle,RIQFIPM9,10.1016/j.rie.2015.11.003,ftp://193.146.129.230/wp/03/0310.pdf,Cyclicality of R&D,/Users/pedro/Documents/Projects/papers/cyclicality/references/Modelling Optimal Instrumental Variables for Dynamic Panel Data Models.pdf,The paper presents two-step instrumental variable estimators for dynamic panel data models that aim for asymptotic efficiency under auxiliary assumptions while retaining consistency if those assumptions do not hold. A central feature is that the optimal instruments are parameterized with a fixed number of coefficients regardless of the time dimension T. This is intended to avoid the dependence of estimator properties on the relative sizes of T and N that can arise in standard panel GMM.,{},"[""What specific auxiliary assumptions are required for asymptotic efficiency, and how restrictive are they in applied settings?"", ""How does the fixed-coefficient parameterization of optimal instruments compare empirically with standard panel GMM in finite samples?"", ""What classes of dynamic panel data models are covered by the proposed estimator, and are there important cases where it does not apply?""]",agree,0,,2026-04-12 20:14:57,v1,codex-cli,[],[],2026-04-12 20:14:57
161,Monopoly Power and Endogenous Product Variety : Distortions and Remedies ∗,Florin O Bilbiie,journalArticle,GQ4X4Q2E,,,Cyclicality of R&D,/Users/pedro/Documents/Projects/papers/cyclicality/references/Monopoly Power and Endogenous Product Variety Distortions and Remedies.pdf,"The paper analyzes efficiency in a dynamic stochastic general equilibrium model with monopolistic competition, endogenous firm entry, sunk entry costs, time-to-build, and exogenous firm destruction. It shows that with inelastic labor supply and linear production in labor, the decentralized equilibrium is efficient only under symmetric homothetic CES preferences of the Dixit-Stiglitz type. Outside that case, efficiency requires taxes or subsidies on sales, entry, or asset trade to synchronize markups across time and states and to align consumer-surplus and profit-destruction effects of entry. With elastic labor supply, an additional distortion arises between goods and leisure markups, which is corrected by a labor subsidy equal to the goods-market markup.",{},"[""How exactly do the required sales, entry, and asset-trade taxes or subsidies differ across alternative non-CES preference specifications?"", ""How sensitive are the efficiency and policy results to relaxing the assumption that production is linear in labor?"", ""What quantitative importance does the labor-market distortion have when labor supply is elastic relative to the entry and markup-synchronization distortions?""]",agree,0,,2026-04-12 20:18:33,v1,codex-cli,"[""D42"", ""H32"", ""L16""]",[],2026-04-12 20:18:33
206,Multiple Imputation,"Bill Rising, StataCorp LP",preprint,,,,Cyclicality of R&D,/Users/pedro/Documents/Projects/papers/cyclicality/references/Multiple Imputation.pdf,"This preprint introduces multiple imputation (MI) in Stata, explaining the basic idea behind MI, its methodological background, and the situations in which it is appropriate to use. It appears to be primarily instructional rather than presenting new empirical findings. The paper also includes a simple worked example using Stata's auto dataset to model energy usage, illustrating MI in practice.",{},"[""What specific assumptions about the missing-data mechanism does the paper emphasize for valid use of multiple imputation?"", ""How detailed is the paper's treatment of implementation steps in Stata, including diagnostics and model specification choices?"", ""Does the auto dataset example compare MI-based results with complete-case analysis or other missing-data methods?"", ""What limitations or common pitfalls of MI in applied Stata workflows does the paper discuss?""]",agree,0,,2026-04-12 20:23:14,v1,codex-cli,[],"[""multiple imputation"", ""Stata"", ""missing data""]",2026-04-12 20:23:14
9,New Evidence on Measuring Financial Constraints: Moving Beyond the KZ Index,"Charles J Hadlock, Joshua R Pierce",journalArticle,AX6ZPLHH,10.1093/rfs/hhq009,http://rfs.oxfordjournals.org/content/23/5/1909.abstract,Cyclicality of R&D,/Users/pedro/Documents/Projects/papers/cyclicality/references/New Evidence on Measuring Financial Constraints Moving Beyond the KZ Index.pdf,"The paper uses qualitative evidence from firms' financial filings to classify levels of financial constraint for a random sample covering 1995 to 2004. It then estimates ordered logit models to test how well common quantitative proxies predict those categories. The authors argue that the KZ index is not a valid measure of financial constraints, find mixed support for other standard proxies, and conclude that firm size and firm age are the most informative predictors. They propose a new financial-constraints measure based only on size and age.",{},"[""How were the qualitative filing disclosures coded into financial-constraint categories, and what checks were used to ensure coding reliability?"", ""How does the proposed size-and-age measure perform relative to the KZ index and other proxies in out-of-sample settings or later time periods?"", ""To what extent do firm size and age capture financial constraints specifically, versus related factors such as information opacity, collateral, or growth opportunities?""]",agree,0,,2026-04-12 20:02:07,v1,codex-cli,"[""G31"", ""G32"", ""D92""]",[],2026-04-12 20:02:07
